user_id,amount,hour,device_change,location_change,fraud
1821,960.5694355699293,3,1,1,1
1476,2697.240485875213,23,0,1,0
1702,2015.4915397084987,12,0,0,0
1401,429.34107188009943,18,1,1,0
1729,833.3705827246503,6,0,1,0
1555,1034.6348993701993,11,1,0,0
1161,7743.310523006813,8,1,1,0
1201,785.6010579480333,16,1,0,0
1957,1024.2778499151113,1,1,1,1
1995,1383.032383233142,15,1,0,0
1269,3269.6362593993754,6,0,1,0
1862,377.50063727654924,17,0,1,0
1815,9233.770675397584,6,0,0,0
1270,6020.1622128519075,0,0,0,0
1455,2582.68212402016,2,0,0,0
1461,3362.9221863225866,20,0,1,0
1726,50.40245371985401,10,0,1,0
1251,1241.7536864772103,21,1,1,0
1701,4763.9134038944585,14,1,1,0
1295,241.94833993246797,2,1,1,1
1724,995.168701466343,23,0,0,0
1719,2640.5767909871365,12,1,1,0
1748,888.8086291667723,3,0,0,0
1337,8153.300602639496,22,0,0,0
1878,421.43887581859553,21,0,1,0
1052,4789.4815173714505,7,1,1,0
1791,2127.516849552096,21,1,0,0
1921,4162.855021421105,3,1,1,1
1216,1116.3027805251033,17,0,0,0
1763,2167.6637250810754,6,0,1,0
1187,5831.279731614678,10,0,0,0
1379,1887.0155216389894,3,0,1,1
1492,1337.5484478984472,12,1,1,0
1040,2304.617001022456,8,1,1,0
1156,3790.7730492391297,8,1,0,0
1014,1758.6058294035713,22,1,1,0
1812,8384.599934625607,20,0,0,0
1064,1048.4419013769245,18,0,1,0
1856,1935.721397660636,2,1,1,1
1838,4243.188545284595,11,0,0,0
1520,3505.055403389607,10,0,0,0
1343,5977.393649021525,19,1,0,0
1128,17242.432666155903,10,1,1,1
1647,1669.8670444248605,16,0,1,0
1471,353.48332924038607,20,1,1,0
1062,92.66412756692655,13,1,1,0
1138,3893.498076474264,15,1,1,0
1498,6214.7456411028,23,1,1,0
1592,748.1260457492831,9,1,1,0
1391,517.5225511133564,3,1,0,0
1674,192.67200469432493,9,1,1,0
1418,5189.7856349526255,19,1,0,0
1288,1119.2055034144391,11,1,1,0
1378,1540.973355453481,8,0,0,0
1772,2095.9882397601496,14,1,0,0
1489,5487.51000963683,8,1,0,0
1230,3156.6167872310984,6,1,1,0
1040,2864.0394856398207,23,0,0,0
1027,579.5606738455895,11,1,0,0
1134,2159.6434599422223,19,1,0,0
1200,3769.811686638019,23,0,0,0
1839,10864.883192052785,13,0,1,1
1779,674.7089541795398,21,1,1,0
1929,28.767548018767172,15,0,1,0
1032,234.86240621622616,18,0,1,0
1047,1414.105513666755,22,0,0,0
1502,5153.48650786247,2,0,1,1
1406,21.503125578212302,10,0,0,0
1573,1830.4498091685446,22,1,1,0
1727,1197.9896703553256,20,0,0,0
1804,161.7271166611099,19,1,0,0
1098,1794.800115592149,18,1,0,0
1683,882.1014356670647,7,1,0,0
1871,1301.0606209437021,19,0,1,0
1725,3668.6036395153333,7,1,1,0
1986,2211.6168696423924,2,0,0,0
1546,399.38560646528714,9,1,0,0
1960,9764.639305174896,12,1,1,0
1738,3031.0688767214056,8,1,1,0
1612,4355.616114459334,5,0,1,0
1942,247.58010823643485,14,1,0,0
1461,144.604907457722,15,0,0,0
1642,58.91895585847581,4,0,0,0
1768,627.699851880288,20,0,0,0
1004,1605.397970412426,12,1,1,0
1217,8238.477640523566,18,1,0,0
1502,1832.267504456153,1,1,1,1
1766,1028.549030559835,5,1,0,0
1397,2476.1656695479064,0,0,1,1
1870,356.12959629622634,14,1,0,0
1794,2821.027186849204,14,0,1,0
1392,2520.990255748098,13,0,1,0
1206,4710.551119799775,6,1,0,0
1014,12957.180659775124,4,1,1,1
1857,866.5421403417263,19,0,1,0
1553,2137.9470382175523,15,0,1,0
1891,7186.2534412350615,16,1,0,0
1460,4614.002473358209,10,1,0,0
1690,2004.8152843852959,14,1,0,0
1574,8721.606879492028,19,0,0,0
1863,176.82008520791206,15,0,1,0
1742,8020.886311258529,2,1,1,1
1240,155.4826029400485,5,0,0,0
1563,2377.608312583845,20,0,1,0
1095,6633.874762282787,22,0,0,0
1899,914.3664604273869,12,0,0,0
1733,1917.3892440124328,0,1,1,1
1484,1176.1464867643672,20,0,0,0
1406,9118.67113296513,13,1,1,0
1230,5205.77892742949,1,1,0,0
1748,3703.311616156719,1,0,0,0
1654,2657.480900824411,14,1,0,0
1170,5154.274688942443,17,1,1,0
1540,1494.0591195912466,8,1,0,0
1035,1780.1871161715287,2,0,1,1
1524,3928.0190831329187,3,1,0,0
1159,1328.355178776563,14,0,0,0
1838,198.10193087809733,4,1,1,1
1698,231.72737498156692,19,1,1,0
1242,367.7329890084542,19,1,1,0
1085,6113.317407932027,4,1,1,1
1795,1917.26377173627,9,0,1,0
1577,3743.589852849147,15,1,1,0
1681,1497.231403019568,11,1,0,0
1556,898.0939358696405,13,1,1,0
1573,1279.4174315537011,21,0,0,0
1952,4742.294020892326,10,0,0,0
1645,2944.217257718514,18,1,0,0
1795,8324.483118663617,5,1,1,0
1027,3415.53642463289,9,1,0,0
1619,2533.1776768794552,19,1,0,0
1555,2826.333760022584,2,0,0,0
1339,8561.210974822043,21,0,1,0
1797,4656.351708389922,14,0,0,0
1957,73.00483458509657,10,1,1,0
1330,2291.608400741588,21,1,0,0
1639,3497.511996679793,1,1,1,1
1505,4143.305339076856,23,1,1,0
1347,719.1228914948074,5,0,0,0
1472,6056.2215983028655,16,0,0,0
1230,9360.021441319428,17,0,1,0
1189,810.3725777386778,3,1,1,1
1224,6426.900136952119,22,1,1,0
1384,306.02762110021115,8,1,0,0
1376,171.95581825855004,9,1,0,0
1282,415.1108439088695,20,1,0,0
1957,178.4255388361034,1,0,0,0
1632,5593.2273437149815,10,1,0,0
1627,182.59628788542747,10,1,1,0
1972,950.9791846228841,10,0,1,0
1744,328.62889487289016,0,0,1,1
1258,1050.4688654740662,13,1,1,0
1358,284.77700429831657,0,0,1,1
1709,3307.8903045246157,20,1,1,0
1455,429.27997219267326,22,1,0,0
1410,5728.507515290801,8,0,1,0
1648,5097.940993568379,23,1,0,0
1317,41.2675951413539,0,1,0,0
1676,6782.209915227956,20,1,0,0
1224,88.11439810720586,21,0,0,0
1818,821.9126455665285,21,0,1,0
1233,98.77582309399497,3,0,1,1
1683,1227.712334973881,0,0,0,0
1663,2163.8161630134614,18,1,0,0
1974,4778.404243991016,9,0,1,0
1826,1237.385562157682,14,1,1,0
1373,3667.3272131593185,19,0,1,0
1671,622.9345514345695,3,0,0,0
1607,4166.073173642859,19,1,1,0
1471,807.5491418949257,13,0,1,0
1232,464.85965112554226,4,0,0,0
1691,615.2068455416268,14,1,0,0
1112,602.9103600891092,14,0,1,0
1829,2157.628901029259,15,1,0,0
1496,5589.0752586796225,15,0,0,0
1441,248.85731072388762,3,1,0,0
1563,3682.300792310207,8,0,0,0
1267,3186.9550021954624,0,1,0,0
1509,6179.38623469463,4,0,1,1
1806,839.7273231286189,8,1,1,0
1385,1794.1102913118395,19,0,1,0
1386,7804.08037406885,4,0,1,1
1112,3236.3711917487813,3,0,1,1
1612,1476.8380858131804,15,1,0,0
1624,422.66044527261977,1,1,1,1
1951,913.4065881131809,15,0,1,0
1080,2611.1962722738076,17,0,0,0
1698,3799.331832554374,1,0,1,1
1112,398.61273015142166,15,0,1,0
1001,2745.853165553001,0,0,1,1
1641,2397.8658621048216,15,0,1,0
1219,2164.3649574224705,2,0,0,0
1565,3514.740642607011,14,0,0,0
1854,5450.301423623143,10,0,0,0
1996,1170.206301468715,9,0,0,0
1735,6595.004713560015,16,1,1,0
1224,525.3239175272613,3,1,1,1
1384,569.9383423069504,16,0,1,0
1402,930.8959852695899,3,0,1,1
1637,381.9012323138464,18,0,1,0
1129,785.3382828169599,0,1,1,1
1052,337.5305844388211,13,1,1,0
1683,5173.745337914984,23,0,0,0
1729,448.87428340180884,10,0,0,0
1671,4126.62779778051,6,0,0,0
1709,147.29932020727492,16,1,0,0
1415,8899.704774715836,3,1,0,0
1246,3725.6480412936407,9,1,0,0
1835,20.45925092992428,16,1,0,0
1438,4329.946826234795,3,0,1,1
1202,2165.1456916109455,18,0,1,0
1183,4533.73889569568,17,0,1,0
1122,2217.5533083961072,16,0,1,0
1400,3073.506402645771,5,0,0,0
1766,4629.9907730852365,6,1,0,0
1293,1558.1264828337385,5,0,0,0
1279,8.135470476735495,11,0,0,0
1836,5690.290064361635,8,1,1,0
1883,1438.418705482335,17,0,1,0
1609,2055.7913650401015,1,0,1,1
1197,23.39087879296407,16,0,1,0
1981,2032.3649116343167,20,1,0,0
1906,12912.398435415025,0,0,0,1
1510,978.3027905372916,22,1,1,0
1751,1509.655247461291,8,1,1,0
1143,3486.4778706704687,5,1,1,0
1608,5058.854294153342,1,1,1,1
1200,1620.7201729188648,5,0,1,0
1123,1111.7516956076818,8,1,1,0
1186,8333.445468129572,2,0,0,0
1325,3391.6556091937905,15,1,0,0
1463,380.1655065297217,23,0,1,0
1348,214.25561283177296,14,0,0,0
1770,1982.3295348466343,11,0,0,0
1659,745.7305057708993,22,0,0,0
1763,879.0277234613566,7,0,1,0
1954,6303.64286286349,5,0,0,0
1931,281.5016903833956,2,0,0,0
1402,3769.633538493143,22,0,0,0
1345,948.8301029027298,3,0,0,0
1962,4285.45464248285,9,0,0,0
1510,3844.8451845173877,13,1,0,0
1146,22.25807079083464,20,0,0,0
1147,2134.76093786714,23,0,1,0
1863,450.0957092598265,14,0,0,0
1710,6034.83352187824,6,1,0,0
1819,6157.484841646469,6,1,0,0
1488,1625.637536375059,7,0,1,0
1928,1763.0963459276447,9,0,0,0
1935,1084.1276685735636,18,1,1,0
1639,3782.7545350993983,18,0,0,0
1550,1332.5930002485766,1,0,1,1
1337,935.0739013506089,14,1,1,0
1871,1698.1222137803434,0,1,1,1
1640,287.839957609,9,0,0,0
1778,4118.395973275049,5,0,1,0
1987,38.02922553960893,21,0,0,0
1952,3102.5640287477513,12,1,0,0
1472,605.8511398287421,9,0,0,0
1945,793.4753583488413,11,0,1,0
1150,3028.7727879217027,23,1,0,0
1414,14861.403756313042,5,0,1,1
1989,4511.4184031931545,5,0,0,0
1297,767.9287000325738,0,0,0,0
1610,580.8443761487966,11,0,0,0
1262,6034.964485924669,22,1,0,0
1763,1761.9536431714357,22,1,0,0
1143,442.20532491373046,9,1,0,0
1345,5946.104465027373,13,0,0,0
1623,5079.964696165353,14,0,1,0
1571,12387.994074745438,22,0,0,1
1880,7215.305192681113,23,0,0,0
1001,5727.382131061772,3,1,1,1
1896,162.0205956767254,0,0,1,1
1303,330.8356665711774,7,0,1,0
1253,2524.8245919142464,2,0,0,0
1651,2274.5246401808868,13,1,1,0
1452,1837.2642297001346,16,0,0,0
1036,1516.4662975533438,1,0,1,1
1159,1692.7345019063507,14,0,0,0
1008,2527.0160712125808,5,0,1,0
1232,6.236029656015386,4,0,0,0
1098,906.1900639573118,13,1,0,0
1658,2191.1750003075963,18,0,0,0
1815,3842.7354027905194,8,0,1,0
1207,574.0506710792461,7,0,1,0
1130,2374.802635128644,2,0,1,1
1403,3760.1161426397884,17,0,1,0
1151,1764.3495106137902,7,1,1,0
1053,82.36375601914835,15,0,0,0
1119,1789.5217928268223,14,1,1,0
1672,1054.8271962075576,20,1,0,0
1919,7962.800757157418,14,0,0,0
1627,399.26893581059835,15,0,0,0
1586,3170.7642707581713,0,1,0,0
1624,162.4809368685844,9,0,1,0
1967,1772.6948671501948,18,1,1,0
1419,2422.17100571886,4,1,1,1
1421,1061.2730298412741,17,0,1,0
1103,1821.3248241635488,2,0,1,1
1851,535.7792090548944,3,1,1,1
1253,1087.7507373591777,3,0,0,0
1226,2911.4989617563083,10,1,1,0
1111,1077.749292955764,8,1,0,0
1509,6900.057515627436,0,0,0,0
1472,2969.867987059488,15,1,0,0
1098,1732.2268005039402,8,1,0,0
1152,118.58391998761385,10,1,1,0
1860,2076.7327761777656,5,1,1,0
1913,4341.654170058151,16,1,0,0
1895,925.9311132940985,11,1,1,0
1877,4931.677690500583,21,0,0,0
1337,870.2820006408205,7,1,0,0
1705,5207.494030810765,15,1,0,0
1821,267.3735787184706,4,0,0,0
1162,6033.86214410464,20,0,1,0
1719,2074.564214149914,0,0,0,0
1956,1055.2225084538588,16,1,1,0
1680,924.1166215159891,23,0,0,0
1995,1696.9573502997216,20,1,1,0
1160,20875.561202773926,7,1,1,1
1579,746.6435477650613,9,1,1,0
1800,326.822916477008,17,1,0,0
1397,2638.684518728388,14,0,0,0
1276,2011.4721611420866,19,1,1,0
1815,2228.249531851311,12,1,1,0
1915,3298.256599608755,9,1,0,0
1503,932.4184340047879,8,1,1,0
1895,7246.085636775244,12,1,1,0
1391,1716.359260233018,2,1,1,1
1134,414.63680446373894,21,0,0,0
1194,4067.863010594775,22,0,0,0
1400,3090.935532550182,2,1,0,0
1639,1138.2668674223069,0,1,0,0
1032,2914.7660291238917,1,1,0,0
1687,744.8531878299168,10,1,0,0
1459,1765.4932934593885,13,1,1,0
1954,6890.182511665316,9,0,1,0
1882,429.9980340160663,6,1,1,0
1469,1466.6858339653356,22,0,1,0
1374,5163.49637604777,0,0,1,1
1021,10469.190779249886,6,0,1,1
1749,1815.003093324471,14,0,0,0
1669,2121.7360033183027,10,0,1,0
1037,2547.1018320123553,5,1,1,0
1229,8080.141363306012,21,1,0,0
1364,5860.156671795823,6,1,0,0
1562,561.1622613504418,6,1,1,0
1437,1722.1367389631762,0,0,1,1
1775,1870.8657503567513,9,0,1,0
1282,4669.058264173603,20,1,0,0
1026,2770.6476527227965,14,0,0,0
1225,3185.861641499912,7,1,0,0
1276,18959.751955549666,23,0,0,1
1797,233.75503846202525,18,0,1,0
1608,756.9827147849071,2,0,1,1
1283,1572.2186342367045,22,0,1,0
1878,1282.1311052352803,14,1,0,0
1959,65.64978867579195,3,0,0,0
1480,288.7980107299649,5,1,1,0
1452,3427.2532949507226,9,1,1,0
1828,6343.949551442946,17,0,1,0
1815,2166.0415967333875,15,1,0,0
1658,2324.3154332803797,17,1,1,0
1515,883.4894449958847,5,1,0,0
1546,4381.455401678584,18,1,1,0
1191,4180.495796712331,16,0,1,0
1048,2662.8597569008566,17,0,0,0
1511,717.3016435147465,12,0,0,0
1016,306.1587030106394,6,0,0,0
1171,199.1841711913365,19,1,1,0
1219,2694.5868216737363,11,1,0,0
1157,5229.513447302713,1,0,1,1
1476,5862.773752167483,11,0,0,0
1045,1868.7488435609348,11,1,1,0
1372,4601.20102816555,23,0,0,0
1517,8805.616409999093,3,1,0,0
1098,965.4548687214631,3,0,1,1
1891,1522.2958981296879,17,1,0,0
1744,8041.844709927435,15,1,1,0
1036,1238.5160314531754,13,0,1,0
1279,7355.911595178748,16,0,1,0
1348,11897.04078919207,16,0,0,1
1496,3252.4486967835796,2,1,1,1
1301,5093.009384608211,5,0,0,0
1180,4153.4348042997535,22,0,0,0
1606,3607.264600661803,12,0,1,0
1098,1099.8774688520587,8,0,0,0
1699,176.3671246570143,20,0,1,0
1992,1260.4500123440873,8,1,1,0
1115,3298.2617125556417,7,0,1,0
1190,324.52407597976355,16,0,1,0
1252,35.968714499267016,15,0,1,0
1980,451.3957422617046,15,0,1,0
1927,3773.5549088084035,18,1,0,0
1982,10812.920327210784,23,1,0,1
1160,12235.065165999822,15,0,0,1
1255,2043.5322099325078,13,0,0,0
1322,6105.752697156995,19,0,0,0
1127,4004.8248010686466,13,1,1,0
1017,2085.6894651645007,13,1,0,0
1792,2551.231830595984,13,0,1,0
1734,442.81148507019157,11,1,0,0
1565,8325.526304289922,5,1,0,0
1569,1301.2686300061298,19,1,1,0
1322,1772.5801335645926,12,1,0,0
1871,3341.118976945882,15,1,0,0
1685,1218.9575400407853,8,1,0,0
1791,880.1314197763825,1,0,1,1
1625,2991.27750300642,21,1,0,0
1287,75.90444675835668,2,0,1,1
1942,3826.6761619777126,9,1,0,0
1853,2164.784227210434,19,0,1,0
1662,2792.3385465209694,1,1,0,0
1961,2998.0402188198354,23,0,1,0
1638,2246.2978056272273,9,0,1,0
1154,2620.6549260414095,7,1,0,0
1489,3454.029118692526,16,0,0,0
1385,4196.544662462428,21,0,0,0
1985,3899.8259077871526,0,1,1,1
1784,6111.824541173763,5,0,0,0
1103,630.1024431833704,6,1,1,0
1928,1538.2222167456916,14,0,0,0
1392,8857.792269676582,17,0,0,0
1810,1515.4779946234364,8,1,1,0
1245,400.14876033307013,7,0,0,0
1175,2236.1340673161944,9,0,0,0
1038,347.8861164053915,3,1,0,0
1476,680.1494250626145,19,1,1,0
1681,19164.664868992484,7,1,1,1
1758,2338.486329150483,0,0,1,1
1537,1002.4699928578008,7,0,1,0
1866,15762.875361539362,22,1,0,1
1817,10193.910454291201,11,0,0,1
1920,1743.417249201646,22,0,0,0
1407,904.9499484444491,14,0,1,0
1524,5467.886680107367,12,0,0,0
1827,3772.3392845766743,15,0,1,0
1505,3484.0949919889035,22,1,0,0
1902,6707.9700387672165,17,1,1,0
1824,3507.913600719521,0,0,1,1
1035,1001.3788481315333,16,0,0,0
1684,3551.169280721462,15,0,1,0
1019,1095.0439165300404,22,1,1,0
1320,4271.8513629081635,4,1,0,0
1775,2900.762116487722,19,1,1,0
1511,241.71608716859478,20,1,1,0
1399,2157.4594446470333,9,1,0,0
1653,1261.588384931949,5,0,1,0
1971,1195.0393651430254,11,0,1,0
1882,2765.8423708843397,9,0,1,0
1470,1167.2615939425289,21,0,0,0
1142,4500.321466639908,16,1,0,0
1091,220.266184830096,1,0,0,0
1353,3239.856698007715,18,0,0,0
1833,4969.506857506052,19,0,1,0
1799,3351.8415923371263,5,0,0,0
1726,2062.8626064856708,12,1,0,0
1958,9005.674431871383,8,1,0,0
1853,1069.7612282465207,11,0,0,0
1050,58.06191969583513,17,0,1,0
1664,1696.845444671415,7,0,1,0
1697,100.70738049549907,17,0,0,0
1574,9233.219645359246,22,1,1,0
1189,706.8557980266521,21,1,0,0
1124,4666.654041717003,1,0,0,0
1149,4469.264491353461,7,0,1,0
1313,736.6617687529633,9,1,1,0
1569,2912.45087504827,8,1,1,0
1341,147.8195931663895,23,0,1,0
1304,1982.4732205782584,17,0,1,0
1691,44.26636662331567,7,0,1,0
1681,7620.391065456857,18,1,0,0
1837,11199.876688280616,2,1,1,1
1782,754.1768223955617,8,1,0,0
1053,699.9833345905267,12,1,0,0
1443,4203.86068756685,8,1,0,0
1612,876.5943586952498,19,0,0,0
1992,6763.572988942331,11,0,0,0
1263,2559.4487982532996,22,0,1,0
1052,1295.939926124708,12,0,1,0
1571,5363.78787548387,7,1,0,0
1619,2040.1403032273397,14,0,0,0
1004,7278.767117065223,12,1,1,0
1102,7893.860735610644,20,1,0,0
1195,542.4805709057885,12,0,1,0
1773,6.9783282840161895,16,0,1,0
1876,12392.578811681446,14,0,1,1
1991,7097.774155362335,21,0,0,0
1883,171.1248342205867,18,0,0,0
1349,5369.8999827483685,2,0,0,0
1046,1836.3883177942682,13,1,0,0
1866,899.1085198421999,9,1,0,0
1822,6329.616236609425,16,1,0,0
1935,656.9587361582805,7,0,0,0
1819,8829.419437291193,17,1,0,0
1655,690.5856467518473,11,0,1,0
1268,2853.292466924621,16,0,0,0
1369,757.2781423135821,22,1,1,0
1635,2366.785602840793,10,1,1,0
1105,3455.8030970758264,8,0,1,0
1669,633.007400967602,21,0,0,0
1658,2207.4487815573552,23,1,0,0
1656,1899.3173311379996,23,1,0,0
1119,221.06046708311214,22,1,1,0
1830,5116.323989058464,14,1,0,0
1786,1226.9847947270514,8,1,0,0
1603,2564.050585096337,11,1,1,0
1057,2169.484831638915,10,0,0,0
1950,2160.078648003312,16,1,1,0
1345,340.25331236550835,5,0,1,0
1740,1652.2461987212955,7,0,1,0
1473,1806.4484541584175,9,1,0,0
1116,3968.751496279285,14,1,1,0
1829,5498.097510539417,3,1,1,1
1790,2362.2567346768756,17,0,0,0
1126,272.3450950296854,10,0,1,0
1392,810.8999427389792,8,1,0,0
1907,540.7336424855392,8,1,0,0
1640,399.27468474156404,7,0,1,0
1057,1366.6425065105009,2,0,0,0
1633,781.7322439068762,20,1,0,0
1512,738.8646737686677,17,1,0,0
1750,168.73716359529791,13,1,0,0
1801,53.48407140246145,2,0,1,1
1095,325.32324269018795,16,0,0,0
1637,566.9419642868972,3,1,0,0
1117,1691.5387476474395,20,1,0,0
1559,2143.23662908282,17,1,0,0
1600,454.53421095502637,14,0,1,0
1487,1659.0255354175185,18,0,1,0
1236,1254.5061656771409,21,0,0,0
1884,607.9045623041094,5,1,1,0
1896,20.592759967885172,14,1,0,0
1271,1887.802128170439,6,1,1,0
1188,3471.761486622392,11,0,0,0
1998,769.6253473472777,15,0,0,0
1703,424.0231286386116,8,0,1,0
1446,6542.2374038216085,19,1,1,0
1580,964.8533809797622,4,1,1,1
1789,759.3110461809664,10,0,1,0
1860,5836.766333909831,1,1,1,1
1246,5096.563616429107,21,1,0,0
1962,1784.5052812873557,15,0,0,0
1075,2015.5597117664574,3,0,0,0
1153,736.7377222240547,4,0,0,0
1655,244.61190112148824,6,0,1,0
1434,2555.949234185174,5,0,1,0
1996,310.5696854794645,23,1,0,0
1085,1789.556593037659,21,0,0,0
1696,8465.195651172045,9,1,1,0
1284,9162.270708178738,13,1,1,0
1973,820.6759832590462,7,0,1,0
1219,2935.403490465187,13,0,1,0
1068,1927.7971966635826,13,1,1,0
1046,6254.812914826156,19,1,0,0
1093,950.0182691266452,22,1,0,0
1749,11.127833115039442,2,0,0,0
1957,532.2212989879984,0,1,0,0
1452,1290.1471002094904,8,0,1,0
1203,1138.1692183043613,8,0,0,0
1911,4701.476974609621,21,1,0,0
1217,3423.5637046876404,1,0,0,0
1473,1068.1239468059912,15,1,0,0
1431,1836.0501814711695,7,1,0,0
1340,301.3149618747697,5,0,1,0
1550,6852.657692643665,22,0,0,0
1611,8219.7756643107,12,1,0,0
1288,11706.743126252664,0,0,1,1
1253,6087.450789344613,18,0,1,0
1733,573.3394653745494,14,1,1,0
1356,141.89275794109824,0,0,1,1
1022,2599.6225666464784,9,1,0,0
1761,7311.952541399423,0,1,1,1
1521,585.6782920870521,11,0,0,0
1757,21.203499045009174,10,1,1,0
1836,4911.908361741608,16,0,0,0
1099,239.71412551946398,3,1,1,1
1801,1601.801889479323,22,0,1,0
1179,3407.8897288184803,6,1,0,0
1222,810.6959854278269,11,1,0,0
1905,263.09413663050833,12,0,1,0
1761,4409.304815858004,4,0,0,0
1658,2984.1767632105893,5,0,0,0
1441,13393.74344945791,1,0,0,1
1607,1266.192489915042,20,0,0,0
1768,191.25612760752446,6,0,1,0
1324,3976.7272772990113,13,0,0,0
1515,2212.76100241299,21,0,1,0
1015,719.3585674841485,13,0,0,0
1791,4566.053455757201,9,1,1,0
1335,683.5468851808862,3,0,1,1
1758,905.9988627226498,2,1,1,1
1257,291.279534615206,22,0,1,0
1496,1529.639608551958,13,0,0,0
1987,1628.6481356572326,5,1,0,0
1895,2168.1098127679847,22,1,1,0
1159,3702.927677880164,14,0,0,0
1474,7096.604348751626,7,1,0,0
1851,444.57475775334984,4,0,1,1
1663,167.64223891026822,2,1,0,0
1907,56.11526423692403,2,0,0,0
1689,465.1280558784642,12,1,0,0
1674,3218.390551300649,1,0,0,0
1379,3900.097652917389,23,1,1,0
1544,4632.435623782164,0,0,1,1
1928,837.984042533111,11,1,0,0
1956,1095.3952921640791,7,0,1,0
1690,1979.9186240701015,18,0,1,0
1426,195.8022701195449,8,0,1,0
1612,2833.619443326102,13,1,1,0
1267,12356.225368506335,17,1,0,1
1834,1342.6432753478587,9,1,0,0
1576,4193.248869550114,8,1,0,0
1416,2079.645041999391,5,1,1,0
1167,410.25031059936003,0,0,0,0
1841,2618.5262016016354,4,1,0,0
1042,1069.4860306781025,9,0,0,0
1555,105.02679588182922,12,0,1,0
1284,3022.996271111779,21,0,0,0
1396,5875.547134932451,22,0,1,0
1011,1268.305812577911,3,0,1,1
1606,1484.3428285562413,0,1,1,1
1301,6649.819028538444,20,0,1,0
1897,5039.722979586563,1,1,1,1
1252,3765.30174304507,23,0,0,0
1498,858.2383270617214,3,0,1,1
1753,7231.067364629242,16,1,1,0
